"Sample Plan (Id) / Plan d'échantillonage (Id)","Sampling Plan - Description / Plan d'échantillonage - Description","Date Sampled (YYYY/MM/DD) / Date d'échantillonage (AAAA/MM/JJ)","System ID / ID Système","Product Description / Description du Produit","Organic? / Biologique?","Country of Origin / Pays d'Origine","Function / Fonction","Analysis Type - Description / Type d'Analyse - Description","Method Number / No de Méthode","Value Text / Valeur textuelle","Unit / Unité","Analysis Assessment / Évaluation de l'Analyse"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04392","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04392","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04392","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04392","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04393","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04393","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04393","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04393","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04394","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04394","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04394","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04394","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04395","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04395","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04395","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04395","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04396","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04396","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04396","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04396","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04397","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04397","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04397","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04397","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04398","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04398","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04398","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04398","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04399","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04399","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04399","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04399","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04400","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04400","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04400","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-13","B2015MMAX04400","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-22","B2015MMAX05592","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-22","B2015MMAX05592","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-22","B2015MMAX05592","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-22","B2015MMAX05592","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05593","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05593","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05593","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05593","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05594","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05594","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05594","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05594","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05595","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05595","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05595","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05595","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05596","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05596","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05596","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05596","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05597","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05597","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05597","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-27","B2015MMAX05597","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-28","B2015MMAX05598","English / Anglais","No / Non","Unknown / Inconnu","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-28","B2015MMAX05598","English / Anglais","No / Non","Unknown / Inconnu","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-28","B2015MMAX05598","English / Anglais","No / Non","Unknown / Inconnu","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-28","B2015MMAX05598","English / Anglais","No / Non","Unknown / Inconnu","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-28","B2015MMAX05599","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-28","B2015MMAX05599","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-28","B2015MMAX05599","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
